Date, Name, Minutes, Seconds, Distance,Pace, Unit, Feel, Notes, Cross Train Type, Calulate Pace, Field 1, Field 2
2012-11-13,Commute (Bike),9,53,1.31785,07:29,miles,3,,,1,,
2012-11-14,Commute (Bike),10,24,1.38769,07:29,miles,3,,,1,,
2012-11-14,"Pendleton St., Gabriel Park",28,47,3.8548,07:28,miles,3,,,1,,
2012-11-18,53rd Avenue,49,11,6,08:11,miles,2,,,1,,
2012-11-19,Fernhill,25,9,3.6518,06:53,miles,3,,,1,,
2012-11-20,Springwater,43,58,6.4076,06:51,miles,3,,,1,,
2012-11-19,Commute (Bike),11,31,1.536,07:29,miles,3,,,1,,
2012-11-21,Waterfront,31,37,4.5354,06:58,miles,4,,,1,,
2012-11-24,Squaw Creek Canyon,67,56,9.06,07:29,miles,3,,,1,,
2012-11-26,Commute (Bike),20,2,2.67091,07:30,miles,3,,,1,,
2012-11-26,"Pendleton St., Gabriel Park",27,46,3.8481,07:12,miles,4,,,1,,
2012-11-27,Commute (Bike),29,51,3.9791,07:30,miles,3,,,1,,
2012-11-27,Rich Man's + Batman,54,48,7.7123,07:06,miles,3,,,1,,
2012-11-29,Sellwood Bridge,68,19,9.2397,07:23,miles,2,,,1,,
2012-12-02,Leif with Leif,79,25,8.72,09:06,miles,4,,,1,,
2012-12-05,Pendleton-Canby,26,59,3.6494,07:23,miles,3,,,1,,
2012-12-03,Commute (Bike),19,40,2.623,07:29,miles,3,,,1,,
2012-12-04,Commute (Bike),25,17,3.372,07:29,miles,3,,,1,,
2012-12-05,Commute (Bike),21,18,2.8411,07:29,miles,3,,,1,,
2012-12-06,Commute (Bike),10,2,1.3371,07:30,miles,3,,,1,,
2012-12-07,Commute (Bike),10,1,1.3355,07:30,miles,3,,,1,,
2012-12-09,Hoyt-Pittock-Macleay,58,4,7.5946,07:38,miles,4,,,1,,
2012-12-06,Waterfront,25,0,3.3154,07:32,miles,4,,,1,,
2012-12-07,Office -> Foot Traffic -> Office,4,0,0.5192,07:42,miles,3,,,1,,
2012-12-12,Commute (Bike),10,57,1.46063,07:29,miles,3,,,1,,
2012-12-10,Commute (Bike),20,8,2.6847,07:29,miles,3,,,1,,
2012-12-11,Commute (Bike),9,53,1.3178,07:29,miles,3,,,1,,
2012-12-16,Fred Meyer (Bike),4,19,0.575675,07:29,miles,3,,,1,,
2012-12-17,Commute (Bike),11,1,1.4689,07:29,miles,3,,,1,,
2012-12-25,"Melrose, Westlake, Kruse",29,0,4.0568,07:08,miles,2,,,1,,
2013-01-03,Commute (Bike),29,31,3.936,07:29,miles,3,,,1,,
2012-12-28,Commute (Bike),10,9,1.35368,07:29,miles,3,,,1,,
2012-12-27,Commute (Bike),10,33,1.4061,07:30,miles,3,,,1,,
2012-12-26,Commute (Bike),19,53,2.652,07:29,miles,3,,,1,,
2012-12-19,Commute (Bike),10,11,1.3569,07:30,miles,3,,,1,,
2013-01-07,Commute (Bike),29,42,3.9604,07:29,miles,3,,,1,,
2013-01-04,Commute (Bike),14,48,1.97413,07:29,miles,3,,,1,,
2013-01-08,Commute (Bike),16,10,2.15602,07:29,miles,3,,,1,,
2013-01-14,Commute (Bike),14,15,1.9,07:30,miles,3,,,1,,
2013-01-12,To Bus Stop (Bike),1,35,0.2111,07:30,miles,3,,,1,,
2013-01-09,Commute (Bike),13,42,1.827,07:29,miles,3,,,1,,
2013-01-20,Quest for the Mountain,68,41,8.7115,07:53,miles,2,http://www.gmap-pedometer.com/?r=5794328,,1,,
2013-01-19,Errol Heights,37,7,5.0371,07:22,miles,2,http://www.gmap-pedometer.com/?r=5794335,,1,,
2013-01-15,Commute (Bike),15,18,2.04,07:30,miles,3,,,1,,
2013-01-22,Commute (Bike),14,0,1.86588,07:30,miles,3,,,1,,
2013-01-23,Commute (Bike),30,27,4.0608,07:29,miles,3,,,1,,
2013-01-22,Waterfront,23,11,3.3256,06:58,miles,3,http://www.gmap-pedometer.com/?r=5797414,,1,,
2013-01-28,Commute (Bike),24,25,3.2556,07:29,miles,3,,,1,,
2013-01-25,Commute (Bike),14,49,1.9759,07:29,miles,3,,,1,,
2013-01-24,Commute (Bike),15,5,2.0121,07:29,miles,3,,,1,,
2013-01-30,Commute (Bike),30,26,4.05784,07:29,miles,3,,,1,,
2013-01-29,Commute (Bike),16,10,2.1548,07:30,miles,3,,,1,,
2013-02-02,Tideman Johnson,62,40,8.7347,07:10,miles,2,http://www.gmap-pedometer.com/?r=5808494,,1,,
2013-02-03,Firelane 1,57,25,7.9048,07:15,miles,2,http://www.gmap-pedometer.com/?r=5808501 ,,1,,
2013-01-31,Commute (Bike),15,26,2.05738,07:30,miles,3,,,1,,
2013-02-11,Fernhill Park,24,41,3.5647,06:55,miles,3,http://www.gmap-pedometer.com/?r=5817113,,1,,
2013-02-11,Cross Train (core),30,0,,#DIV/0!,miles,,,core,0,,
2013-02-02,Cross Train (core),30,0,,#DIV/0!,miles,,,core,0,,
2013-02-09,Firelane 1-Wild Cherry Loop,50,7,6.96,07:12,miles,3,http://www.mapmyrun.com/routes/view/172692600,,1,,
2013-02-11,Commute (Bike),15,23,2.05048,07:30,miles,3,"Home -> Safeway -> Work: 25:8.99
Work -> REI -> Laura's: 20:25.81",,1,,
2013-02-10,Mt. Scott Park,20,27,,#DIV/0!,miles,3,,,1,,
2013-02-08,Commute (Bike),15,26,2.05738,07:30,miles,3,Work -> Home: 26:29.78,,1,,
2013-02-07,Group Run,20,53,3,06:57,miles,3,,,1,,
2013-02-06,Commute (Bike),9,37,1.28171,07:30,miles,3,Downtown -> Saburo's: 17:36.19,,1,,
2013-02-04,Commute (Bike),12,14,1.6318,07:29,miles,3,"Laura's -> Work: 15:54.3
Work -> Produce Row: 3:54.2",,1,,
2013-02-13,Commute (Bike),35,22,4.71599,07:29,miles,3,,,1,,
2013-02-14,Commute (Bike),15,23,2.05048,07:30,miles,3,,,1,,
2013-02-16,East Lents Floodplain,38,56,5.5886,06:57,miles,3,http://www.gmap-pedometer.com/?r=5821868 ,,1,,
2013-02-17,Macleay-Alder,78,17,10.77,07:16,miles,3,,,1,,
2013-02-17,Commute (Bike),6,25,0.85532,07:30,miles,3,"Distance: 2.8876 mi
Time: 10:38.9",,1,,
2013-02-18,Commute (Bike),26,8,3.48532,07:29,miles,3,"Time: 15:13.97+22:54.46
Distance: 11.157 mi",,1,,
2013-02-21,Sellwood Bridge,65,25,9.3166,07:01,miles,3,http://www.gmap-pedometer.com/?r=5827382,,1,,
2013-02-20,Woodstock Park,21,4,2.7887,07:33,miles,3,http://www.gmap-pedometer.com/?r=5827390,,1,,
2013-02-20,Commute (Bike),30,10,4.022,07:30,miles,3,"25:24.08+23:30.32
Round trip.",,1,,
2013-02-23,Tabor,59,31,8.2679,07:11,miles,3,http://www.gmap-pedometer.com/?r=5829291,,1,,
2013-02-25,Commute (Bike),20,2,2.67,07:30,miles,3,14:58.39+15+50.09 (from and to Laura's house),,1,,
2013-02-24,Dogwood,68,57,8.639,07:58,miles,3,http://www.gmap-pedometer.com/?r=5831573,,1,,
2013-02-27,Commute (Bike),30,11,4.0236,07:30,miles,3,,,1,,
2013-03-02,Home -> Laura's,0,0,,,miles,3,"10.6028 mi, 6:20.92 + 32:44.27",,1,,
2013-03-02,Woodstock Park,19,32,2.8789,06:47,miles,3,,,1,,
2013-03-04,Commute (Bike),24,56,3.3246,07:29,miles,3,"Home, Work, Laura's
15:05.02, 25:02.05",,1,,
2013-03-04,Fernhill Park,25,46,3.5657,07:13,miles,3,,,1,,
2013-03-03,Commute (Bike),20,56,2.7902,07:30,miles,3,"Holman to Tolman
34:10.46
9.3567 mi",,1,,
2013-03-10,Laura's -> Home (bike),20,29,2.7309,07:30,miles,3,,,1,,
2013-03-10,Cross Train (skiing),0,0,,,miles,,,skiing,0,,
2013-03-09,Home -> Laura's (bike),22,7,2.949,07:29,miles,3,,,1,,
2013-03-08,Commute (Bike),15,0,2.0014,07:29,miles,3,,,1,,
2013-03-05,Commute (Bike),14,16,1.9,07:30,miles,3,,,1,,
2013-03-12,Commute (Bike),14,45,1.966,07:30,miles,3,,,1,,
2013-03-15,Woodstock Park,21,4,2.9026,07:15,miles,3,,,1,,
2013-03-14,Waterfront,44,4,6.1772,07:08,miles,3,http://www.gmap-pedometer.com/?r=5852695,,1,,
2013-03-13,Commute (Bike),31,4,4.1431,07:29,miles,3,,,1,,
2013-03-15,Commute (Bike),15,9,2.01921,07:30,miles,3,,,1,,
2013-03-20,Commute (Bike),30,32,4.0713,07:29,miles,3,,,1,,
2013-03-19,Commute (Bike),43,27,5.79,07:30,miles,3,,,1,,
2013-03-18,Commute (Bike),15,24,2.0528,07:30,miles,3,,,1,,
2013-03-17,Commute (Bike),19,37,2.6152,07:30,miles,3,,,1,,
2013-03-21,Commute (Bike),32,30,4.3341,07:29,miles,3,,,1,,
2013-03-21,Waterfront,20,37,2.9367,07:01,miles,3,,,1,,
2013-03-25,Commute (Bike),15,37,2.0827,07:29,miles,3,,,1,,
2013-03-26,Commute (Bike),25,12,3.36,07:30,miles,3,,,1,,
2013-03-27,Commute (Bike),23,47,3.17,07:30,miles,3,,,1,,
2013-03-29,Commute (Bike),15,31,2.06791,07:30,miles,3,,,1,,
2013-03-28,Commute (Bike),23,47,3.17,07:30,miles,3,,,1,,
2013-03-30,Zipcar (Bike),12,47,1.7039,07:30,miles,3,,,1,,
2013-03-30,Springwater,47,16,6.4976,07:16,miles,3,,,1,,
2013-03-31,South Shore (Bike),64,5,8.545,07:29,miles,3,"Black Beauty
28.6033 mi 1:44:09
Surly
1.807 mi 6:30.35",,1,,
2013-03-31,Reed College (Bike),4,7,0.5493,07:29,miles,3,,,1,,
2013-04-01,Commute (Bike),25,10,3.356,07:29,miles,3,,,1,,
2013-04-02,Commute (Bike),27,34,3.6764,07:29,miles,3,,,1,,
2013-04-03,Commute (Bike),25,42,3.42754,07:29,miles,3,,,1,,
2013-04-03,Mt. Scott/Woodstock,26,24,3.6869,07:09,miles,3,,,1,,
2013-04-02,Fernhill Park,35,27,4.754,07:27,miles,3,,,1,,
2013-04-06,Elk Rock Island,59,40,8.3339,07:09,miles,3,,,1,,
2013-04-08,Commute (Bike),24,42,3.293,07:30,miles,3,,,1,,
2013-04-07,To Richie's and back (Bike),22,8,2.951,07:30,miles,3,,,1,,
2013-04-06,To Asa's and Back (Bike),15,52,2.116,07:29,miles,3,,,1,,
2013-04-05,Commute (Bike),44,23,5.9183,07:29,miles,3,,,1,,
2013-04-04,Commute (Bike),31,13,4.1627,07:29,miles,3,,,1,,
2013-04-07,Tabor,34,58,5.0291,06:57,miles,3,http://www.gmap-pedometer.com/?r=5881884 ,,1,,
2013-04-09,Commute (Bike),14,55,1.9897,07:29,miles,3,,,1,,
2013-04-18,Commute (Bike),9,56,1.325,07:29,miles,3,"Distance: 4.4039
Time: 15:52.2",,1,,
2013-04-18,Alberta Park,19,26,2.614,07:26,miles,3,http://www.gmap-pedometer.com/?r=5895587,,1,,
2013-04-17,Commute (Bike),25,25,3.3884,07:30,miles,3,"Distance: 7.1841+4.3706
Time: 28:25.54+14.50.09",,1,,
2013-04-16,Commute (Bike),15,19,2.0428,07:29,miles,3,"Distance: Home -> Work
Time: 24:28.21",,1,,
2013-04-15,Commute (Bike),24,27,3.2602,07:29,miles,3,"Distance: Work -> Home + 4.3706
Time: 25:26.34+15.55.84",,1,,
2013-04-15,Bank,14,50,2.2427,06:36,miles,3,http://www.gmap-pedometer.com/?r=5895595,,1,,
2013-04-12,Commute (Bike),30,20,4.0447,07:29,miles,3,,,1,,
2013-04-11,Commute (Bike),15,6,2.0141,07:29,miles,3,,,1,,
2013-04-10,Commute (Bike),29,26,3.9253,07:29,miles,3,,,1,,
2013-04-22,Commute (Bike),25,31,3.4023,07:29,miles,3,,,1,,
2013-04-20,Track Meet! (Bike),15,31,2.0694,07:29,miles,3,,,1,,
2013-04-19,Commute (Bike),9,51,1.3127,07:30,miles,3,,,1,,
2013-04-27,Bush Park,22,26,3.3558,06:41,miles,3,,,1,,
2013-04-26,Bush Park,21,15,3,07:05,miles,3,,,1,,
2013-04-26,Bush Park,2,52,0.4412,06:29,miles,3,,,1,,
2013-04-26,Commute (Bike),10,30,1.4,07:30,miles,3,,,1,,
2013-04-24,Mt. Scott Park,8,30,1.2694,06:41,miles,3,,,1,,
2013-04-24,Commute (Bike),16,6,2.14769,07:29,miles,3,,,1,,
2013-04-23,Alberta Park,18,47,2.2189,08:27,miles,3,,,1,,
2013-04-28,Brentwood-Woodstock-Mt. Scott,40,12,6.067,06:37,miles,4,http://www.gmap-pedometer.com/?r=5909202,,1,,171
2013-05-01,Commute (Bike),25,22,3.3833,07:29,miles,3,"Distance: 11.1753
Time 15:11.73+24:42.93",,1,,
2013-04-30,Commute (Bike),15,16,2.0366,07:29,miles,3,"Distance: 6.82
Time: 24:50.92",,1,,
2013-04-29,Alberta Park,19,40,2.22,08:51,miles,4,,,1,,
2013-04-29,Commute (Bike),25,1,3.3346,07:30,miles,3,"Distance: 11.17
Time: 26:07.18+14:35.68",,1,,
2013-04-28,Tolman to Holman (Bike),22,4,2.9426,07:29,miles,3,"Distance: 9.4799
Time: 32:41.46",,1,,
2013-05-02,Sellwood Foot Traffic,34,3,4.8692,06:59,miles,3, http://www.gmap-pedometer.com/?r=5915775 ,,1,,
2013-05-02,Commute (Bike),16,1,2.1354,07:30,miles,3,,,1,,
2013-05-05,Mt. Scott -Woodstock,28,55,3.35,08:37,miles,3,,,1,,
2013-05-05,Safeway (Bike),5,43,0.76151,07:30,miles,3,"Distance: 2.8826
Time: 12:55.64",,1,,
2013-05-04,Safeway (Bike),5,22,0.7151,07:30,miles,3,"Distance: 2.6821
Time: 11:43.8",,1,,
2013-05-04,Brentwood-Woodstock-Mt. Scott,40,12,6.067,06:37,miles,3,http://www.gmap-pedometer.com/?r=5909202,,1,,
2013-05-03,Commute (Bike),32,39,4.3538,07:29,miles,3,"Distance: 14.4309
Time: 17:22.7+10:17.51+24:07.55",,1,,
2013-05-06,Alberta Park,24,52,3.18,07:49,miles,3,,,1,,
2013-05-06,Commute (Bike),25,4,3.3417,07:30,miles,3,"Distance: 11.12
Time: 15:53.09+24:15.40",,1,,
2013-05-06,Woodstock-Mt. Scott,26,6,3.8964,06:41,miles,4,,,1,,
2013-05-07,Woodstock Park,25,6,2.8756,08:43,miles,4,,,1,,
2013-05-12,Skyline Blvd. (Bike),91,34,12.2091,07:29,miles,3,,,1,,
2013-05-20,Commute (Bike),24,42,3.294,07:29,miles,3,,,1,,
2013-05-19,Commute (Bike),25,24,3.38766,07:29,miles,3,,,1,,
2013-05-16,Commute (Bike),14,4,1.87656,07:29,miles,3,,,1,,
2013-05-15,Commute (Bike),14,47,1.97214,07:29,miles,3,,,1,,
2013-05-14,Commute (Bike),14,26,1.9251,07:29,miles,3,,,1,,
2013-05-13,Commute (Bike),9,54,1.3194,07:30,miles,3,,,1,,
2013-05-08,Commute (Bike),26,13,3.4965,07:29,miles,3,,,1,,
2013-05-10,Commute (Bike),20,33,2.7411,07:29,miles,3,,,1,,
2013-06-04,Woodstock-Mt. Scott,24,20,2.8732,08:28,miles,3,,,1,,
2013-05-31,Woodstock-Mt. Scott,29,1,3.7973,07:38,miles,3,,,1,,
2013-05-22,Commute (Bike),14,18,1.9063,07:30,miles,3,,,1,,
2013-05-23,Commute (Bike),23,15,3.1009,07:29,miles,3,,,1,,
2013-05-24,Commute (Bike),23,29,3.1303,07:30,miles,3,,,1,,
2013-05-29,Commute (Bike),23,57,3.1944,07:29,miles,3,,,1,,
2013-05-31,Commute (Bike),24,11,3.2249,07:29,miles,3,,,1,,
2013-06-01,Border Duel (Bike),83,4,11.0766,07:29,miles,3,,,1,,
2013-06-02,Commute (Bike),19,29,2.5987,07:29,miles,3,,,1,,
2013-06-03,Commute (Bike),24,20,3.2445,07:29,miles,3,,,1,,
2013-06-04,Commute (Bike),29,3,3.8734,07:29,miles,3,,,1,,
2013-06-09,Shevlin Park,29,37,3.6,08:13,miles,3,,,1,,
2013-06-08,Big Eddy,24,28,2.9,08:26,miles,3,,,1,,
2013-06-06,Alberta Park,15,10,2.8111,05:23,miles,3,,,1,,
2013-06-11,Commute (Bike),29,3,3.8737,07:29,miles,3,,,1,,
2013-06-10,Commute (Bike),28,30,3.7998,07:30,miles,3,,,1,,
2013-06-06,Commute (Bike),24,52,3.3152,07:30,miles,3,,,1,,
2013-06-05,Commute (Bike),28,9,3.7538,07:29,miles,3,,,1,,
2013-06-12,Commute (Bike),14,54,1.9873,07:29,miles,3,"Distance: 7.1376
Time: 29:03.68",,1,,
2013-06-13,Commute (Bike),14,26,1.9245,07:29,miles,3,,,1,,
2013-06-14,Commute (Bike),25,3,3.3394,07:30,miles,3,,,1,,
2013-06-15,Commute (Bike),74,14,6.4748,11:27,miles,3,"Time: 41:25.98
Distance: 9.7294",,1,,
2013-06-17,Commute (Bike),30,4,4.0098,07:29,miles,3,,,1,,
2013-06-16,Commute (Bike),20,11,2.6903,07:30,miles,3,,,1,,
2013-06-20,Group Run,35,17,4.6141,07:38,miles,3,http://www.gmap-pedometer.com/?r=5976772,,1,,
2013-06-19,Commute (Bike),12,13,1.6298,07:29,miles,3,"Distance: 5.6267 mi
Time: 5:00.96+16:27.37",,1,,
2013-06-19,Alberta Park,26,50,2.975,09:01,miles,3,,,1,,
2013-06-18,Commute (Bike),53,42,7.1599,07:30,miles,3,"Distance: Home -> Work -> Home -> Laura's
Time: 36:24.04+24:39.63+27:51.46",,1,,
2013-06-18,Mt. Scott Woodstock,27,55,3.8116,07:19,miles,3,http://www.gmap-pedometer.com/?r=5976778,,1,,
2013-06-22,Brentwood-Tideman Johnson-Berkley,39,47,5.1265,07:45,miles,3,http://www.gmap-pedometer.com/?r=5978469 ,,1,,
2013-06-21,Brentwood-Mt. Scott,20,42,3.0157,06:51,miles,3,http://www.gmap-pedometer.com/?r=5978474 ,,1,,
2013-06-21,Commute (Bike),14,44,1.9635,07:30,miles,3,,,1,,
2013-06-23,Forest Park,45,28,5.77,07:52,miles,3,http://www.gmap-pedometer.com/?r=5979525,,1,,
2013-06-22,Commute (Bike),9,19,1.2425,07:29,miles,3,"Distance: 3.7923
Time: 12:10.9",,1,,
2013-06-24,Woodstock Park,24,35,2.8718,08:33,miles,3,http://www.gmap-pedometer.com/?r=5981297 ,,1,,
2013-06-24,Commute (Bike),15,0,2.0011,07:29,miles,3,,,1,,
2013-06-25,Commute (Bike),23,14,3.098,07:29,miles,3,,,1,,
2013-06-26,Commute (Bike),24,27,3.2593,07:30,miles,3,,,1,,
2013-07-01,Woodstock Park 2 loops ,30,20,3.5896,08:27,miles,4,,,1,,
2013-07-01,Commute (Bike),14,19,1.9083,07:30,miles,3,"Work -> Safeway -> Home
27:18.89",,1,,
2013-07-02,Mt. Scott Woodstock,29,49,3.8117,07:49,miles,4,,,1,,
2013-06-30,Forest Park,43,5,5.5012,07:49,miles,4,,,1,,
2013-06-29,Holman to Tolman,19,24,2.586,07:30,miles,3,40:01,,1,,
2013-06-28,Commute (Bike),15,44,2.09683,07:30,miles,3,"Home -> Work
23:29.91",,1,,
2013-06-28,Brentwood Mt. Scott,25,54,2.9933,08:39,miles,4,,,1,,
2013-06-27,Commute (Bike),29,33,3.9411,07:29,miles,3,"Home -> Work -> Fred's -> Home
25:02.92
29:08.8",,1,,
2013-06-27,Zipcar,8,50,1.2223,07:13,miles,3,,,1,,
2013-07-03,Commute (Bike),24,18,3.2405,07:29,miles,3,,,1,,
2013-07-03,Alberta Park,24,26,2.8152,08:40,miles,4,,,1,,
2013-07-07,"Alberta Park, Fernhill Par",41,8,4.96,08:17,miles,4,,,1,,
2013-07-06,Tolman to Holman,19,41,2.6238,07:30,miles,3,39,,1,,
2013-07-05,Commute (Bike),57,39,7.6862,07:30,miles,3,"Laura's, LC, Home, Apex, Home
28.0183
??+20:49.44+30:01.84+41:13.31",,1,,
2013-07-04,Commute (Bike),18,35,2.4782,07:29,miles,3,"Home -> HUB
33:54.58
8.6816",,1,,
2013-07-05,"Iron Mountain, Cedar Trail",53,16,5.9687,08:55,miles,3,,,1,,
2013-07-09,Commute (Run),48,42,6.8584,07:06,miles,2,Hot as fuck.,,1,,
2013-07-10,"Woodstock, Mt. Scott",32,20,3.858,08:22,miles,4,http://www.gmap-pedometer.com/?r=5999678 ,,1,,
2013-07-10,Commute (Bike),24,20,3.2438,07:30,miles,3,"Home -> Work -> Laura's
15:57.52+25:37.88",,1,,
2013-07-11,"Alberta, Fernhill",35,58,4.9754,07:13,miles,3,http://www.gmap-pedometer.com/?r=6000516,,1,,
2013-07-11,Commute (Bike),10,2,1.3371,07:30,miles,3,,,1,,
2013-07-12,Mt. Scott-Brentwood,21,39,3.0231,07:09,miles,4,,,1,,
2013-07-12,Commute (Bike),29,14,3.8981,07:29,miles,3,,,1,,
2013-07-14,Sellwood/Hawthorne,57,3,8.5956,06:38,miles,4,http://www.gmap-pedometer.com?r=6004880,,1,,
2013-07-13,Tidman Johnson-Berkley,39,1,5.3518,07:17,miles,2,http://www.gmap-pedometer.com/?r=6004884 ,,1,,
2013-07-13,Commute (Bike),14,26,1.92376,07:30,miles,3,,,1,,
2013-07-16,Peninsula Park/Commute,52,0,6.7608,07:41,miles,2,http://www.gmap-pedometer.com/?r=6006934,,1,,
2013-07-16,Commute (Bike),14,45,1.9668,07:29,miles,3,,,1,,
2013-07-17,Alberta Park,19,4,2.31,08:15,miles,3,,,1,,
2013-07-17,Commute (Bike),23,47,3.1716,07:29,miles,3,"Home -> Work -> Laura's (via Steel Bridge)
18:17.94+26:08.57",,1,,
2013-07-18,Holman/Ainsworth,31,47,3.5804,08:52,miles,3,,,1,,
2013-07-18,Commute (Bike),14,48,1.9736,07:29,miles,3,,,1,,
2013-07-19,Farewell Bend Park,14,57,1.6433,09:05,miles,3,,,1,,
2013-07-20,Big Eddy,39,55,3.9636,10:04,miles,3,,,1,,
2013-07-23,Commute (Bike),25,11,3.3574,07:30,miles,3,,,1,,
2013-07-23,Alberta Park,19,37,2.2197,08:50,miles,3,,,1,,
2013-07-29,Commute (Bike),22,53,3.0513,07:29,miles,3,,,1,,
2013-07-24,Commute (Bike),23,29,3.1301,07:30,miles,3,,,1,,
2013-07-27,Flying Y Ranch,25,56,3.3397,07:45,miles,3,http://www.gmap-pedometer.com/?r=6023797 ,,1,,
2013-07-26,Archie Briggs,44,5,5.4417,08:06,miles,2,http://www.gmap-pedometer.com/?r=6023798 ,,1,,
2013-07-31,Fernhill Park,35,14,3.927,08:58,miles,4,,,1,,
2013-07-30,Mt. Scott,26,48,2.9824,08:59,miles,4,,,1,,
2013-07-30,Commute (Bike),22,21,2.9782,07:30,miles,3,,,1,,
2013-07-31,Commute (Bike),20,12,2.6939,07:29,miles,3,,,1,,
2013-08-01,Commute (Bike),22,59,3.0656,07:29,miles,3,,,1,,
2013-08-02,Commute (Bike),29,34,3.9431,07:29,miles,3,,,1,,
2013-08-02,Mt. Scott,20,48,2.2649,09:11,miles,4,,,1,,
2013-08-03,Brentwood-Mt. Scott,22,12,2.9928,07:25,miles,3,,,1,,
2013-08-04,Peninsula Park,35,23,3.862,09:09,miles,3,Run with female. Well worth it.,,1,,
2013-08-05,Mt. Scott-Brentwood,26,35,2.9936,08:52,miles,4,,,1,,
2013-08-03,Commute (Bike),20,15,2.7,07:30,miles,3,,,1,,
2013-08-04,Commute (Bike),19,33,2.6059,07:30,miles,3,,,1,,
2013-08-05,Commute (Bike),32,19,4.30921,07:29,miles,3,"http://www.gmap-pedometer.com/?r=6032506
Home -> Work -> Fred's -> Laura's
15.4841 mi, 37:06.49+25:59.26",,1,,
2013-08-11,Tidman Johnson-Berkley,42,30,4.7098,09:01,miles,4,,,1,,
2013-08-07,Mt. Scott,16,3,1.9872,08:04,miles,4,,,1,,
2013-08-06,Commute (Bike),19,46,2.6346,07:30,miles,3,,,1,,
2013-08-07,Commute (Bike),22,51,3.0476,07:29,miles,3,,,1,,
2013-08-08,Commute (Bike),21,4,2.8088,07:30,miles,3,,,1,,
2013-08-09,Commute (Bike),25,58,3.4617,07:30,miles,3,,,1,,
2013-08-10,Commute (Bike),13,7,1.7483,07:30,miles,3,,,1,,
2013-08-12,Commute (Bike),22,41,3.0247,07:29,miles,3,,,1,,
2013-08-11,Commute (Bike),18,12,2.4268,07:29,miles,3,,,1,,
2013-08-21,Commute (Bike),29,33,3.9391,07:30,miles,3,,,1,,
2013-08-18,Woodstock-Mt. Scott,33,25,3.6801,09:04,miles,3,,,1,,
2013-08-18,Pick up Zipcar,14,22,2.4,05:59,miles,2,,,1,,
2013-08-18,Finished with Zipcar,16,51,2.3328,07:13,miles,2,http://www.gmap-pedometer.com/?r=6053775 ,,1,,
2013-08-17,Commute (Bike),16,57,2.259,07:30,miles,3,,,1,,
2013-08-16,Commute (Bike),22,34,3.0091,07:29,miles,3,,,1,,
2013-08-15,Commute (Bike),4523,8,3.0838,02:44,miles,3,,,1,,
2013-08-13,Commute (Bike),22,18,2.9723,07:30,miles,3,,,1,,
2013-08-14,Commute (Bike),12,15,1.6329,07:30,miles,3,,,1,,
2013-08-13,Some run?,27,36,3,09:12,miles,3,,,1,,
2013-08-24,Woodstock-Mt. Scott,28,45,4.156,06:55,miles,3,http://www.gmap-pedometer.com/?r=6057255 ,,1,,
2013-08-24,Commute (Bike),17,41,2.3574,07:30,miles,3,,,1,,
2013-08-23,Commute (Bike),24,18,3.2392,07:30,miles,3,,,1,,
2013-08-22,Commute (Bike),23,43,3.1622,07:30,miles,3,,,1,,
2013-08-25,Woodstock-Creston-Mt. Scott,53,37,6.4014,08:22,miles,3,http://www.gmap-pedometer.com/?r=6058273 ,,1,,
2013-09-01,Macleay/Wildwood,49,14,6.0706,08:06,miles,3,http://www.gmap-pedometer.com/?r=6067222,,1,,
2013-09-08,Alberta-Wiltshire-Fernhill,54,29,7.0724,07:42,miles,3,http://www.gmap-pedometer.com/?r=6076532 ,,1,,
2013-09-08,Barefoot on Track,1,58,0.43,04:34,km,3,,,1,,
2013-09-11,Alberta-Fernhill,37,20,4.9321,07:34,miles,3,http://www.gmap-pedometer.com/?r=6080022,,1,,
2013-09-10,Laura's -> Work,42,43,5.2422,08:08,miles,3,http://www.gmap-pedometer.com/?r=6080026,,1,,
2013-09-09,Woodstock,25,51,2.9937,08:38,miles,3,http://www.gmap-pedometer.com/?r=6080029,,1,,
2013-09-14,Beggar's Tick,55,56,7.7559,07:12,miles,3,http://www.gmap-pedometer.com/?r=6083162 ,,1,,
2013-09-15,Iron Mountain,31,37,3.2302,09:47,miles,4,,,1,,
2013-09-16,Woodstock Park,27,3,2.9847,09:03,miles,4,,,1,,
2013-09-20,Alberta Park,16,10,2.2506,07:10,miles,4,,,1,,
2013-09-18,20 minute tempo,51,54,7.1611,07:14,miles,3,,,1,,
2013-09-21,Aerobic 200s,20,607,6.47823,04:38,miles,4,,,1,,
2013-09-22,Reed College,39,48,4.4825,08:52,miles,4,,,1,,
2013-09-25,Commute (Bike),24,12,3.22812,07:29,miles,,"Route: Laura's -> Work -> Home
Miles: 11.08
Minutes: 41:54.05",,1,,
2013-09-24,Commute (Bike),24,24,3.25493,07:29,miles,,"Route: Home -> Work -> Laura's
Miles: 11.03
Minutes: 40:56.19",,1,,
2013-09-23,Commute (Bike),24,52,3.31656,07:29,miles,,"Route: Laura's -> Work -> Home
Miles: 11.08
Minutes: 40:13.71",,1,,
2013-08-26,Commute (Bike),23,2,3.07208,07:29,miles,,"Route: Home -> Work -> Foot Traffic -> Laura's
Miles: 11.36
Minutes: 48:42.04",,1,,
2013-08-27,Commute (Bike),20,10,2.69086,07:29,miles,,"Route: Laura's -> Work -> Laura's
Miles: 8.75
Minutes: 30:33.88",,1,,
